Trap_pair,Buoy_number,Bait_type,Date_set,Time_set,SST_set,Date_retrieved,Time_retrieved,Deployment_nights,Deployment_time_hours,SST_retrieved,Lobster,Num_short,Num_legalsize,Num_Vnotch,Num_egged,Total_crab,Rock_crab,Green_crab,Bait remaining,Notes
N-B,N0,100F,7/4,1200,66.5,7/7,730,3,72,66.5,2,1,1,0,0,1,1,0,25,1 cunner
N-B,N1,HERRING,7/4,1200,66.5,7/7,730,3,72,66.5,5,5,0,0,0,0,0,0,25,
N-C,N2,50:50:00,7/4,1200,66.5,7/7,730,3,72,66.5,5,4,1,0,0,0,0,0,50,
N-C,N8,HERRING,7/4,1200,66.5,7/7,730,3,72,66.5,2,2,0,0,0,0,0,0,75,
N-D,N6,50:50:00,7/4,1200,66.5,7/7,730,3,72,66.5,,,,,,,,,,STUCK
N-D,N7,HERRING,7/4,1200,66.5,7/7,730,3,72,66.5,11,10,1,0,0,5,5,0,25,
S-A,S16,HERRING,7/7,730,66.5,7/11,930,4,96,65,4,3,1,0,0,0,0,0,50,
S-A,S15,100T,7/7,730,66.5,7/11,930,4,96,65,,,,,,,,,,LOST
S-B,S17,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,0,0,0,50,
S-B,S18,HERRING,7/7,730,66.5,7/11,930,4,96,65,5,5,0,0,0,2,2,0,50,
S-C,S11,100T,7/7,730,66.5,7/11,930,4,96,65,6,6,0,0,0,5,5,0,75,
S-C,S12,HERRING,7/7,730,66.5,7/11,930,4,96,65,4,4,0,0,0,11,11,0,5,
S-D,S13,HERRING,7/7,730,66.5,7/11,930,4,96,65,11,11,0,0,0,2,2,0,50,
S-D,S14,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,2,2,0,75,UBTI - 001 - 20657091; deployed 7/11
S-E,S7,HERRING,7/7,730,66.5,7/11,930,4,96,65,3,3,0,0,0,7,7,0,15,
S-E,S8,100T,7/7,730,66.5,7/11,930,4,96,65,4,4,0,0,0,9,9,0,90,
S-F,S9,NA,7/7,730,66.5,7/11,930,4,96,65,4,2,1,1,0,0,0,0,0,
S-F,S10,HERRING,7/7,730,66.5,7/11,930,4,96,65,4,3,0,1,0,5,5,0,25,
S-G,S3,HERRING,7/7,730,66.5,7/11,930,4,96,65,4,2,2,0,0,2,2,0,50,
S-G,S4,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,0,2,0,0,3,3,0,80,
S-H,S19,HERRING,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,11,11,0,5,UTBI - 001 - MISSING SERIAL NUMBER; deployed on 7/11
S-H,S20,100F,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,3,3,0,50,
N-A,N9,100F,7/7,730,66.5,7/11,930,4,96,65,0,0,0,0,0,4,4,0,100,
N-A,N5,HERRING,7/7,730,66.5,7/11,930,4,96,65,5,4,1,0,0,14,14,0,10,
S-I,S22,HERRING,7/7,730,66.5,7/11,930,4,96,65,5,3,2,0,0,0,0,0,5,
S-I,S21,50:50:00,7/7,730,66.5,7/11,930,4,96,65,0,0,0,0,0,0,0,0,0,UTBI - 001 - 21299523; deployed on 7/11
S-J,S1,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,0,0,0,50,UTBI - 001 - 21339362; deployed on 7/11
S-J,S2,HERRING,7/7,730,66.5,7/11,930,4,96,65,2,0,2,0,0,0,0,0,5,
S-K,S5,HERRING,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,0,0,0,75,
S-K,S6,NA,7/7,730,66.5,7/11,930,4,96,65,,,,,,,,,,STUCK
N-B,N0,HERRING,7/7,730,66.5,7/11,930,4,96,65,4,3,1,0,0,3,3,0,10,
N-B,N1,50:50:00,7/7,730,66.5,7/11,930,4,96,65,5,4,0,1,0,0,0,0,10,
N-C,N2,HERRING,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,1,1,0,5,1 CUNNER
N-C,N8,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,2,0,0,0,0,0,0,75,
N-D,N6,NA,7/7,730,66.5,7/11,930,4,96,65,,,,,,,,,,STUCK
N-D,N7,50:50:00,7/7,730,66.5,7/11,930,4,96,65,2,1,0,1,0,0,0,0,0,1 CUNNER
S-A,S16,50:50:00,7/11,930,65,7/15,810,4,96,65,2,1,1,0,0,0,0,0,0,1 FLOUNDER
S-A,S15,NA,7/11,930,65,7/15,810,4,96,65,,,,,,,,,,LOST
S-B,S17,HERRING,7/11,930,65,7/15,810,4,96,65,6,4,2,0,0,9,9,0,25,
S-B,S18,50:50:00,7/11,930,65,7/15,810,4,96,65,4,4,0,0,0,1,1,0,0,2 SPIDERS
S-C,S11,HERRING,7/11,930,65,7/15,810,4,96,65,4,4,0,0,0,4,4,0,5,
S-C,S12,50:50:00,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,0,0,0,0,
S-D,S13,50:50:00,7/11,930,65,7/15,810,4,96,65,4,4,0,0,0,3,3,0,25,
S-D,S14,HERRING,7/11,930,65,7/15,810,4,96,65,7,6,1,0,0,2,2,0,75,
S-E,S7,50:50:00,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,4,4,0,25,
S-E,S8,HERRING,7/11,930,65,7/15,810,4,96,65,2,2,0,0,0,12,12,0,75,
S-F,S9,HERRING,7/11,930,65,7/15,810,4,96,65,0,0,0,0,0,0,0,0,90,
S-F,S10,50:50:00,7/11,930,65,7/15,810,4,96,65,2,3,0,0,0,4,4,0,0,1 SPIDER
S-G,S3,100T,7/11,930,65,7/15,810,4,96,65,2,2,0,0,0,1,1,0,90,
S-G,S4,HERRING,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,1,1,0,50,3 SEASTARS
S-H,S19,50:50:00,7/11,930,65,7/15,810,4,96,65,2,2,0,0,0,1,1,0,25,
S-H,S20,HERRING,7/11,930,65,7/15,810,4,96,65,0,0,0,0,0,2,2,0,10,1 SKATE
N-A,N9,HERRING,7/11,930,65,7/15,810,4,96,65,3,3,0,0,0,16,15,1,50,
N-A,N5,50:50:00,7/11,930,65,7/15,810,4,96,65,2,2,0,0,0,9,9,0,25,1 BSB
S-I,S22,50:50:00,7/11,930,65,7/15,810,4,96,65,3,3,0,0,0,0,0,0,0,
S-I,S21,HERRING,7/11,930,65,7/15,810,4,96,65,5,5,0,0,0,1,1,0,50,
S-J,S1,HERRING,7/11,930,65,7/15,810,4,96,65,2,2,0,0,0,0,0,0,90,1 CUNNER
S-J,S2,100T,7/11,930,65,7/15,810,4,96,65,,,,,,,,,,STUCK
S-K,S5,100T,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,0,0,0,90,
S-K,S6,NA,7/11,930,65,7/15,810,4,96,65,,,,,,,,,,STUCK
N-B,N0,100F,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,0,0,0,90,
N-B,N1,HERRING,7/11,930,65,7/15,810,4,96,65,9,6,1,2,0,0,0,0,75,
N-C,N2,100F,7/11,930,65,7/15,810,4,96,65,1,1,0,0,0,0,0,0,50,1 CUNNER
N-C,N8,HERRING,7/11,930,65,7/15,810,4,96,65,3,3,0,0,0,0,0,0,90,
N-D,N6,NA,7/11,930,65,7/15,810,4,96,65,0,0,0,0,0,0,0,0,50,1 FLOUNDER
N-D,N7,HERRING,7/11,930,65,7/15,810,4,96,65,6,4,1,1,0,0,0,0,75,
S-A,S16,HERRING,7/15,810,65,7/18,1100,3,72,67,5,3,1,1,0,1,1,0,25,
S-A,S15,NA,7/15,810,65,7/18,1100,3,72,67,,,,,,,,,,LOST
S-B,S17,50:50:00,7/15,810,65,7/18,1100,3,72,67,3,3,0,0,0,1,1,0,50,
S-B,S18,HERRING,7/15,810,65,7/18,1100,3,72,67,7,5,2,0,0,4,4,0,50,1 SPIDER
S-C,S11,50:50:00,7/15,810,65,7/18,1100,3,72,67,5,4,1,0,0,1,1,0,5,
S-C,S12,HERRING,7/15,810,65,7/18,1100,3,72,67,3,2,1,0,0,0,0,0,5,
S-D,S13,HERRING,7/15,810,65,7/18,1100,3,72,67,8,7,1,0,0,0,0,0,90,
S-D,S14,50:50:00,7/15,810,65,7/18,1100,3,72,67,2,2,0,0,0,2,2,0,90,
S-E,S7,HERRING,7/15,810,65,7/18,1100,3,72,67,1,1,0,0,0,17,17,0,50,
S-E,S8,50:50:00,7/15,810,65,7/18,1100,3,72,67,1,1,0,0,0,7,7,0,75,
S-F,S9,100T,7/15,810,65,7/18,1100,3,72,67,3,2,1,0,0,2,2,0,75,
S-F,S10,HERRING,7/15,810,65,7/18,1100,3,72,67,7,6,0,1,0,1,1,0,75,
S-G,S3,HERRING,7/15,810,65,7/18,1100,3,72,67,5,4,1,0,0,9,9,0,5,
S-G,S4,50:50:00,7/15,810,65,7/18,1100,3,72,67,0,0,0,0,0,1,1,0,75,1 CUNNER
S-H,S19,HERRING,7/15,810,65,7/18,1100,3,72,67,3,3,0,0,0,12,12,0,50,
S-H,S20,50:50:00,7/15,810,65,7/18,1100,3,72,67,1,1,0,0,0,4,4,0,5,
N-A,N9,50:50:00,7/15,810,65,7/18,1100,3,72,67,1,1,0,0,0,14,14,0,25,
N-A,N5,HERRING,7/15,810,65,7/18,1100,3,72,67,2,2,0,0,0,14,14,0,50,
S-I,S22,HERRING,7/15,810,65,7/18,1100,3,72,67,4,3,1,0,0,0,0,0,5,
S-I,S21,50:50:00,7/15,810,65,7/18,1100,3,72,67,5,5,0,0,0,3,3,0,50,
S-J,S1,50:50:00,7/15,810,65,7/18,1100,3,72,67,0,0,0,0,0,0,0,0,75,
S-J,S2,NA,7/15,810,65,7/18,1100,3,72,67,,,,,,,,,,STUCK
S-K,S5,HERRING,7/15,810,65,7/18,1100,3,72,67,4,3,1,0,0,2,2,0,50,
S-K,S6,NA,7/15,810,65,7/18,1100,3,72,67,,,,,,,,,,STUCK
N-B,N0,HERRING,7/15,810,65,7/18,1100,3,72,67,3,2,1,0,0,2,2,0,25,
N-B,N1,HERRING,7/15,810,65,7/18,1100,3,72,67,3,1,1,1,0,0,0,0,25,
N-C,N2,HERRING,7/15,810,65,7/18,1100,3,72,67,1,0,0,1,0,1,1,0,90,1 CUNNER
N-C,N8,HERRING,7/15,810,65,7/18,1100,3,72,67,1,0,1,0,0,0,0,0,90,
N-D,N6,HERRING,7/15,810,65,7/18,1100,3,72,67,6,4,0,2,0,0,0,0,25,
N-D,N7,HERRING,7/15,810,65,7/18,1100,3,72,67,7,7,0,0,0,4,4,0,25,
S-A,S16,100T,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,0,0,0,90,
S-A,S15,NA,7/18,1100,67,7/21,830,3,72,67,,,,,,,,,,LOST
S-B,S17,HERRING,7/18,1100,67,7/21,830,3,72,67,4,3,1,0,0,1,1,0,50,
S-B,S18,100T,7/18,1100,67,7/21,830,3,72,67,4,4,0,0,0,1,1,0,90,
S-C,S11,HERRING,7/18,1100,67,7/21,830,3,72,67,4,3,1,0,0,0,0,0,50,
S-C,S12,100T,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,1,1,0,50,
S-D,S13,100F,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,0,0,0,90,
S-D,S14,HERRING,7/18,1100,67,7/21,830,3,72,67,7,7,0,0,0,0,0,0,90,
S-E,S7,100T,7/18,1100,67,7/21,830,3,72,67,1,1,0,0,0,14,14,0,50,
S-E,S8,HERRING,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,10,10,0,75,
S-F,S9,HERRING,7/18,1100,67,7/21,830,3,72,67,8,7,1,0,0,3,3,0,90,
S-F,S10,100F,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,1,1,0,75,
S-G,S3,50:50:00,7/18,1100,67,7/21,830,3,72,67,0,0,0,0,0,1,1,0,75,
S-G,S4,HERRING,7/18,1100,67,7/21,830,3,72,67,3,3,0,0,0,0,0,0,75,1 CUNNER
S-H,S19,100T,7/18,1100,67,7/21,830,3,72,67,3,3,0,0,0,10,10,0,90,
S-H,S20,HERRING,7/18,1100,67,7/21,830,3,72,67,0,0,0,0,0,10,10,0,5,
N-A,N9,HERRING,7/18,1100,67,7/21,830,3,72,67,7,6,1,0,0,0,0,0,25,
N-A,N5,100T,7/18,1100,67,7/21,830,3,72,67,1,1,0,0,0,0,0,0,50,
S-I,S22,100F,7/18,1100,67,7/21,830,3,72,67,1,1,0,0,0,1,1,0,75,
S-I,S21,HERRING,7/18,1100,67,7/21,830,3,72,67,6,6,0,0,0,2,2,0,50,
S-J,S1,HERRING,7/18,1100,67,7/21,830,3,72,67,1,1,0,0,0,3,3,0,50,
S-J,S2,NA,7/18,1100,67,7/21,830,3,72,67,2,0,1,1,0,0,0,0,90,
S-K,S5,50:50:00,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,2,2,0,75,
S-K,S6,NA,7/18,1100,67,7/21,830,3,72,67,2,0,2,0,0,0,0,0,5,
N-B,N0,HERRING,7/18,1100,67,7/21,830,3,72,67,3,3,0,0,0,1,1,0,90,
N-B,N1,HERRING,7/18,1100,67,7/21,830,3,72,67,7,4,3,0,0,1,1,0,90,
N-C,N2,100T,7/18,1100,67,7/21,830,3,72,67,2,2,0,0,0,1,1,0,90,
N-C,N8,HERRING,7/18,1100,67,7/21,830,3,72,67,7,7,0,0,0,1,1,0,90,
N-D,N6,HERRING,7/18,1100,67,7/21,830,3,72,67,7,4,3,0,0,0,0,0,90,
N-D,N7,HERRING,7/18,1100,67,7/21,830,3,72,67,4,3,1,0,0,0,0,0,90,1 CUNNER
S-A,S16,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,2,0,0,0,2,2,0,5,1 JUMBO SIZED LOBSTER
S-A,S15,NA,7/21,830,67,7/28,1030,7,168,NA,,,,,,,,,,LOST
S-B,S17,100F,7/21,830,67,7/28,1030,7,168,NA,2,1,1,0,0,0,0,0,25,
S-B,S18,HERRING,7/21,830,67,7/28,1030,7,168,NA,6,4,2,0,0,2,2,0,5,
S-C,S11,100F,7/21,830,67,7/28,1030,7,168,NA,3,2,1,0,0,1,1,0,10,
S-C,S12,HERRING,7/21,830,67,7/28,1030,7,168,NA,,,,,,,,,,STUCK
S-D,S13,HERRING,7/21,830,67,7/28,1030,7,168,NA,7,7,0,0,0,2,2,0,5,
S-D,S14,100F,7/21,830,67,7/28,1030,7,168,NA,4,4,0,0,0,0,0,0,75,
S-E,S7,HERRING,7/21,830,67,7/28,1030,7,168,NA,2,2,0,0,0,6,6,0,5,
S-E,S8,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,2,1,0,0,18,18,0,10,
S-F,S9,HERRING,7/21,830,67,7/28,1030,7,168,NA,4,4,0,0,0,5,5,0,5,1 CUNNER
S-F,S10,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,2,1,0,0,4,4,0,0,
S-G,S3,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,1,0,0,2,8,8,0,5,
S-G,S4,HERRING,7/21,830,67,7/28,1030,7,168,NA,1,1,0,0,0,0,0,0,5,
S-H,S19,HERRING,7/21,830,67,7/28,1030,7,168,NA,2,2,0,0,0,9,9,0,5,
S-H,S20,NA,7/21,830,67,7/28,1030,7,168,NA,0,0,0,0,0,6,6,0,5,
N-A,N9,HERRING,7/21,830,67,7/28,1030,7,168,NA,4,4,0,0,0,11,11,0,5,
N-A,N5,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,2,1,0,0,4,4,0,50,
S-I,S22,HERRING,7/21,830,67,7/28,1030,7,168,NA,9,8,1,0,0,2,2,0,25,
S-I,S21,HERRING,7/21,830,67,7/28,1030,7,168,NA,8,7,1,0,0,0,0,0,5,
S-J,S1,100F,7/21,830,67,7/28,1030,7,168,NA,1,1,0,0,0,1,1,0,10,
S-J,S2,HERRING,7/21,830,67,7/28,1030,7,168,NA,2,2,0,0,0,1,1,0,5,OPEN DOOR
S-K,S5,HERRING,7/21,830,67,7/28,1030,7,168,NA,2,1,1,0,0,1,1,0,5,
S-K,S6,HERRING,7/21,830,67,7/28,1030,7,168,NA,3,2,1,0,0,2,2,0,50,
N-B,N0,HERRING,7/21,830,67,7/28,1030,7,168,NA,8,6,0,2,0,4,4,0,50,
N-B,N1,HERRING,7/21,830,67,7/28,1030,7,168,NA,9,7,1,0,1,2,2,0,5,
N-C,N2,HERRING,7/21,830,67,7/28,1030,7,168,NA,7,6,0,1,0,0,0,0,0,
N-C,N8,HERRING,7/21,830,67,7/28,1030,7,168,NA,8,8,0,0,0,1,1,0,50,
N-D,N6,HERRING,7/21,830,67,7/28,1030,7,168,NA,8,6,2,0,0,2,2,0,5,
N-D,N7,HERRING,7/21,830,67,7/28,1030,7,168,NA,8,3,4,1,0,4,4,0,5,
S-A,S16,HERRING,7/28,1030,NA,8/1,900,4,96,67,4,3,1,0,0,1,1,0,10,
S-A,S15,NA,7/28,1030,NA,8/1,900,4,96,67,,,,,,,,,,Trap lost
S-B,S17,50:50:00,7/28,1030,NA,8/1,900,4,96,67,3,3,0,0,0,6,6,0,10,1 spider
S-B,S18,HERRING,7/28,1030,NA,8/1,900,4,96,67,7,5,2,0,0,4,4,0,10,
S-C,S11,HERRING,7/28,1030,NA,8/1,900,4,96,67,7,6,1,0,0,4,4,0,5,
S-C,S12,NA,7/28,1030,NA,8/1,900,4,96,67,,,,,,,,,,STUCK
S-D,S13,50:50:00,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,5,5,0,25,
S-D,S14,HERRING,7/28,1030,NA,8/1,900,4,96,67,9,7,2,0,0,6,6,0,50,
S-E,S7,HERRING,7/28,1030,NA,8/1,900,4,96,67,3,2,1,0,0,8,8,0,75,
S-E,S8,50:50:00,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,8,8,0,25,
S-F,S9,100T,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,9,9,0,50,
S-F,S10,HERRING,7/28,1030,NA,8/1,900,4,96,67,4,3,1,0,0,3,3,0,5,
S-G,S3,50:50:00,7/28,1030,NA,8/1,900,4,96,67,1,1,0,0,0,1,1,0,10,
S-G,S4,HERRING,7/28,1030,NA,8/1,900,4,96,67,3,1,0,1,1,2,2,0,75,
S-H,S19,50:50:00,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,4,4,0,50,
S-H,S20,HERRING,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,7,7,0,50,
N-A,N9,50:50:00,7/28,1030,NA,8/1,900,4,96,67,2,1,1,0,0,0,0,0,90,
N-A,N5,HERRING,7/28,1030,NA,8/1,900,4,96,67,8,7,0,0,1,7,7,0,50,
S-I,S22,HERRING,7/28,1030,NA,8/1,900,4,96,67,9,8,1,0,0,0,0,0,10,
S-I,S21,50:50:00,7/28,1030,NA,8/1,900,4,96,67,3,3,0,0,0,0,0,0,10,
S-J,S1,HERRING,7/28,1030,NA,8/1,900,4,96,67,4,3,0,1,0,0,0,0,25,
S-J,S2,100T,7/28,1030,NA,8/1,900,4,96,67,3,3,0,0,0,0,0,0,90,
S-K,S5,HERRING,7/28,1030,NA,8/1,900,4,96,67,,,,,,,,,,STUCK
S-K,S6,50:50:00,7/28,1030,NA,8/1,900,4,96,67,1,1,0,0,0,2,2,0,90,
N-B,N0,HERRING,7/28,1030,NA,8/1,900,4,96,67,6,3,1,2,0,2,2,0,50,
N-B,N1,50:50:00,7/28,1030,NA,8/1,900,4,96,67,2,2,0,0,0,0,0,0,90,
N-C,N2,HERRING,7/28,1030,NA,8/1,900,4,96,67,10,7,2,1,9,2,2,0,50,
N-C,N8,50:50:00,7/28,1030,NA,8/1,900,4,96,67,0,0,0,0,0,0,0,0,90,1 cunner
N-D,N6,50:50:00,7/28,1030,NA,8/1,900,4,96,67,5,4,1,0,0,0,0,0,75,
N-D,N7,HERRING,7/28,1030,NA,8/1,900,4,96,67,9,5,3,1,0,3,3,0,10,
S-A,S16,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,3,3,0,0,0,1,1,0,90,
S-A,S15,NA,8/1,900,67,8/4,1600,3,72,60.6,,,,,,,,,,LOST
S-B,S17,HERRING,8/1,900,67,8/4,1600,3,72,60.6,4,4,0,0,0,2,2,0,75,1 WINDOW PANE
S-B,S18,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,2,2,0,0,0,4,4,0,75,1 SPIDER
S-C,S11,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,5,5,0,0,0,3,3,0,75,
S-C,S12,NA,8/1,900,67,8/4,1600,3,72,60.6,,,,,,,,,,STUCK
S-D,S13,HERRING,8/1,900,67,8/4,1600,3,72,60.6,9,9,0,0,0,2,2,0,75,1 SPIDER
S-D,S14,100T,8/1,900,67,8/4,1600,3,72,60.6,2,2,0,0,0,4,4,0,80,1 SPIDER
S-E,S7,100T,8/1,900,67,8/4,1600,3,72,60.6,2,2,0,0,0,12,12,0,50,
S-E,S8,HERRING,8/1,900,67,8/4,1600,3,72,60.6,5,5,0,0,0,15,15,0,50,
S-F,S9,HERRING,8/1,900,67,8/4,1600,3,72,60.6,6,3,1,2,0,4,4,0,75,
S-F,S10,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,3,3,0,0,0,1,1,0,50,
S-G,S3,HERRING,8/1,900,67,8/4,1600,3,72,60.6,1,0,0,0,1,6,6,0,75,
