Trap_pair,Buoy_number,Bait_type,Date_set,Time_set,SST_set,Date_retrieved,Time_retrieved,Deployment_nights,Deployment_time_hours,SST_retrieved,Lobster,Num_short,Num_legalsize,Num_Vnotch,Num_egged,Total_crab,Rock_crab,Green_crab,Bait remaining,Notes
S-G,S4,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,0,0,0,0,0,0,0,0,90,
S-H,S19,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,1,1,0,0,0,4,4,0,25,
S-H,S20,HERRING,8/1,900,67,8/4,1600,3,72,60.6,4,4,0,0,0,14,14,0,50,
N-A,N9,HERRING,8/1,900,67,8/4,1600,3,72,60.6,8,7,1,0,0,11,11,0,50,
N-A,N5,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,2,2,0,0,0,12,12,0,5,
S-I,S22,50:50:00,8/1,900,67,8/4,1600,3,72,60.6,2,2,0,0,0,0,0,0,90,
S-I,S21,HERRING,8/1,900,67,8/4,1600,3,72,60.6,7,5,1,1,0,0,0,0,10,
S-B,S17,100T,8/4,1600,60.6,8/8,730,4,96,53,1,1,0,0,0,0,0,0,90,
S-B,S18,HERRING,8/4,1600,60.6,8/8,730,4,96,53,7,7,0,0,0,3,3,0,50,
S-C,S11,HERRING,8/4,1600,60.6,8/8,730,4,96,53,14,11,1,2,0,4,4,0,50,
S-C,S12,NA,8/4,1600,60.6,8/8,730,4,96,53,3,2,1,0,0,0,0,0,0,
S-D,S13,50:50:00,8/4,1600,60.6,8/8,730,4,96,53,4,4,0,0,0,3,3,0,90,
S-D,S14,HERRING,8/4,1600,60.6,8/8,730,4,96,53,7,7,0,0,0,13,13,0,50,
S-E,S7,HERRING,8/4,1600,60.6,8/8,730,4,96,53,1,1,0,0,0,15,15,0,25,
S-E,S8,100T,8/4,1600,60.6,8/8,730,4,96,53,2,2,0,0,0,4,4,0,90,
S-F,S9,50:50:00,8/4,1600,60.6,8/8,730,4,96,53,2,2,0,0,0,0,0,0,50,
S-F,S10,HERRING,8/4,1600,60.6,8/8,730,4,96,53,4,2,0,0,2,1,1,0,75,
S-G,S3,50:50:00,8/4,1600,60.6,8/8,730,4,96,53,1,1,0,0,0,2,2,0,90,
S-G,S4,HERRING,8/4,1600,60.6,8/8,730,4,96,53,2,0,1,0,1,4,4,0,75,2 CUNNER
S-H,S19,HERRING,8/4,1600,60.6,8/8,730,4,96,53,2,2,0,0,0,12,12,0,10,
S-H,S20,100T,8/4,1600,60.6,8/8,730,4,96,53,1,1,0,0,0,7,7,0,90,
N-A,N9,100T,8/4,1600,60.6,8/8,730,4,96,53,2,2,0,0,0,8,8,0,90,
N-A,N5,HERRING,8/4,1600,60.6,8/8,730,4,96,53,5,5,0,0,0,9,9,0,5,
S-I,S22,HERRING,8/4,1600,60.6,8/8,730,4,96,53,8,6,0,2,0,1,1,0,50,
S-I,S21,50:50:00,8/4,1600,60.6,8/8,730,4,96,53,3,3,0,0,0,0,0,0,50,
S-J,S1,50:50:00,8/1,900,67,8/8,730,7,168,53,1,1,0,0,0,1,1,0,50,
S-J,S2,HERRING,8/1,900,67,8/8,730,7,168,53,3,2,1,0,0,1,1,0,25,
S-K,S5,NA,8/1,900,67,8/8,730,7,168,53,0,0,0,0,0,0,0,0,0,
S-K,S6,HERRING,8/1,900,67,8/8,730,7,168,53,2,2,0,0,0,1,1,0,10,
N-B,N0,50:50:00,8/1,900,67,8/8,730,7,168,53,2,2,0,0,0,4,4,0,90,
N-B,N1,HERRING,8/1,900,67,8/8,730,7,168,53,2,1,0,1,0,0,0,0,5,
N-C,N2,50:50:00,8/1,900,67,8/8,730,7,168,53,1,1,0,0,0,0,0,0,0,
N-C,N8,HERRING,8/1,900,67,8/8,730,7,168,53,7,5,1,1,0,0,0,0,75,
N-D,N6,HERRING,8/1,900,67,8/8,730,7,168,53,1,0,0,1,0,0,0,0,5,
N-D,N7,50:50:00,8/1,900,67,8/8,730,7,168,53,2,1,1,0,0,0,0,0,25,1 CUNNER
S-B,S17,HERRING,8/8,730,53,8/11,830,3,72,62,6,6,0,0,0,9,9,0,50,
S-B,S18,50:50:00,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,6,6,0,75,
S-C,S11,50:50:00,8/8,730,53,8/11,830,3,72,62,1,1,0,0,0,2,2,0,75,
S-C,S12,HERRING,8/8,730,53,8/11,830,3,72,62,8,5,2,1,0,3,3,0,50,
S-D,S13,HERRING,8/8,730,53,8/11,830,3,72,62,11,10,1,0,0,0,0,0,75,
S-D,S14,50:50:00,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,4,4,0,75,
S-E,S7,50:50:00,8/8,730,53,8/11,830,3,72,62,0,0,0,0,0,12,12,0,1,
S-E,S8,HERRING,8/8,730,53,8/11,830,3,72,62,6,6,0,0,0,8,8,0,10,
S-F,S9,HERRING,8/8,730,53,8/11,830,3,72,62,2,0,0,0,2,0,0,0,50,
S-F,S10,50:50:00,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,1,1,0,25,
S-G,S3,HERRING,8/8,730,53,8/11,830,3,72,62,2,1,1,0,0,1,1,0,50,
S-G,S4,50:50:00,8/8,730,53,8/11,830,3,72,62,1,1,0,0,0,1,1,0,90,
S-H,S19,50:50:00,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,12,12,0,50,
S-H,S20,HERRING,8/8,730,53,8/11,830,3,72,62,2,1,1,0,0,10,10,0,75,
N-A,N9,HERRING,8/8,730,53,8/11,830,3,72,62,6,3,2,0,1,8,8,0,25,
N-A,N5,50:50:00,8/8,730,53,8/11,830,3,72,62,4,4,0,0,0,16,16,0,0,
S-I,S22,50:50:00,8/8,730,53,8/11,830,3,72,62,2,1,0,0,1,0,0,0,90,
S-I,S21,HERRING,8/8,730,53,8/11,830,3,72,62,5,3,0,0,2,2,2,0,10,
S-J,S1,HERRING,8/8,730,53,8/11,830,3,72,62,3,1,2,0,0,1,1,0,25,
S-J,S2,50:50:00,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,1,1,0,25,
S-K,S5,HERRING,8/8,730,53,8/11,830,3,72,62,6,4,2,0,0,17,17,0,10,
S-K,S6,50:50:00,8/8,730,53,8/11,830,3,72,62,0,0,0,0,0,2,2,0,90,
N-B,N0,HERRING,8/8,730,53,8/11,830,3,72,62,6,4,2,0,0,2,2,0,75,
N-B,N1,50:50:00,8/8,730,53,8/11,830,3,72,62,1,1,0,0,0,0,0,0,50,
N-C,N2,HERRING,8/8,730,53,8/11,830,3,72,62,9,7,1,0,1,1,1,0,75,1 CUNNER
N-C,N8,50:50:00,8/8,730,53,8/11,830,3,72,62,3,3,0,0,0,0,0,0,90,
N-D,N6,50:50:00,8/8,730,53,8/11,830,3,72,62,1,1,0,0,0,0,0,0,80,
N-D,N7,HERRING,8/8,730,53,8/11,830,3,72,62,2,2,0,0,0,1,1,0,50,
S-B,S17,50:50:00,8/11,830,62,8/18,1530,7,168,67,1,1,0,0,0,7,7,0,10,
S-B,S18,HERRING,8/11,830,62,8/18,1530,7,168,67,5,5,0,0,0,1,1,0,0,
S-C,S11,HERRING,8/11,830,62,8/18,1530,7,168,67,13,7,5,1,0,1,1,0,5,
S-C,S12,50:50:00,8/11,830,62,8/18,1530,7,168,67,1,1,0,0,0,1,1,0,90,
S-D,S13,50:50:00,8/11,830,62,8/18,1530,7,168,67,4,3,1,0,0,0,0,0,50,
S-D,S14,HERRING,8/11,830,62,8/18,1530,7,168,67,5,2,3,0,0,1,1,0,10,
S-E,S7,HERRING,8/11,830,62,8/18,1530,7,168,67,3,1,2,0,0,1,1,0,0,
S-E,S8,50:50:00,8/11,830,62,8/18,1530,7,168,67,4,4,0,0,0,6,6,0,25,
S-F,S9,50:50:00,8/11,830,62,8/18,1530,7,168,67,3,2,1,0,0,8,8,0,10,
S-F,S10,HERRING,8/11,830,62,8/18,1530,7,168,67,2,0,0,1,1,2,2,0,25,
S-G,S3,50:50:00,8/11,830,62,8/18,1530,7,168,67,1,0,0,0,1,8,8,0,25,
S-G,S4,HERRING,8/11,830,62,8/18,1530,7,168,67,1,0,1,0,0,1,1,0,0,
S-H,S19,50:50:00,8/11,830,62,8/18,1530,7,168,67,4,2,1,0,1,7,7,0,50,
S-H,S20,HERRING,8/11,830,62,8/18,1530,7,168,67,3,1,2,0,0,1,1,0,0,
N-A,N9,HERRING,8/11,830,62,8/18,1530,7,168,67,4,2,2,0,0,7,7,0,0,1 SPIDER
N-A,N5,50:50:00,8/11,830,62,8/18,1530,7,168,67,4,3,1,0,0,6,6,0,25,
S-I,S22,HERRING,8/11,830,62,8/18,1530,7,168,67,3,1,1,1,0,1,1,0,5,
S-I,S21,50:50:00,8/11,830,62,8/18,1530,7,168,67,2,2,0,0,0,2,2,0,0,
S-J,S1,50:50:00,8/11,830,62,8/18,1530,7,168,67,2,1,0,0,1,0,0,0,0,
S-J,S2,HERRING,8/11,830,62,8/18,1530,7,168,67,0,0,0,0,0,0,0,0,5,1 CUNNER
S-K,S5,50:50:00,8/11,830,62,8/18,1530,7,168,67,1,0,0,0,1,0,0,0,10,
S-K,S6,HERRING,8/11,830,62,8/18,1530,7,168,67,2,1,0,0,1,0,0,0,0,
N-B,N0,50:50:00,8/11,830,62,8/18,1530,7,168,67,0,0,0,0,0,4,4,,25,
N-B,N1,HERRING,8/11,830,62,8/18,1530,7,168,67,3,0,3,0,0,1,1,0,0,
N-C,N2,50:50:00,8/11,830,62,8/18,1530,7,168,67,1,1,0,0,0,0,0,0,0,
N-C,N8,HERRING,8/11,830,62,8/18,1530,7,168,67,2,2,0,0,0,0,0,0,5,
N-D,N6,50:50:00,8/11,830,62,8/18,1530,7,168,67,4,4,0,0,0,3,3,0,25,
N-D,N7,HERRING,8/11,830,62,8/18,1530,7,168,67,5,4,1,0,0,10,10,0,0,
S-B,S17,HERRING,8/18,1530,67,8/26,1330,8,192,62,7,6,1,0,0,3,3,0,10,
S-B,S18,50:50:00,8/18,1530,67,8/26,1330,8,192,62,3,3,0,0,0,5,5,0,25,
S-C,S11,50:50:00,8/18,1530,67,8/26,1330,8,192,62,2,0,0,0,2,3,3,0,75,
S-C,S12,HERRING,8/18,1530,67,8/26,1330,8,192,62,6,4,2,0,0,0,0,0,0,
S-D,S13,HERRING,8/18,1530,67,8/26,1330,8,192,62,5,4,1,0,0,2,2,0,1,
S-D,S14,50:50:00,8/18,1530,67,8/26,1330,8,192,62,3,2,0,0,1,3,3,0,75,
S-E,S7,50:50:00,8/18,1530,67,8/26,1330,8,192,62,1,0,1,0,0,2,2,0,25,
S-E,S8,HERRING,8/18,1530,67,8/26,1330,8,192,62,4,4,0,0,0,2,2,0,5,
S-G,S3,HERRING,8/18,1530,67,8/26,1330,8,192,62,1,0,0,0,1,0,0,0,5,
S-G,S4,50:50:00,8/18,1530,67,8/26,1330,8,192,62,2,2,0,0,0,0,0,0,0,
S-H,S19,HERRING,8/18,1530,67,8/26,1330,8,192,62,4,3,1,0,0,3,3,0,1,
S-H,S20,50:50:00,8/18,1530,67,8/26,1330,8,192,62,2,0,2,0,0,0,0,0,50,
N-A,N9,50:50:00,8/18,1530,67,8/26,1330,8,192,62,3,3,0,0,0,2,2,0,75,
N-A,N5,HERRING,8/18,1530,67,8/26,1330,8,192,62,5,2,2,1,0,4,4,0,5,
S-I,S22,50:50:00,8/18,1530,67,8/26,1330,8,192,62,,,,,,,,,,
S-I,S21,HERRING,8/18,1530,67,8/26,1330,8,192,62,4,1,1,11,1,0,0,0,0,
S-J,S1,HERRING,8/18,1530,67,8/26,1330,8,192,62,0,0,0,0,0,0,0,0,5,1 CUNNER
S-J,S2,50:50:00,8/18,1530,67,8/26,1330,8,192,62,0,0,0,0,0,0,0,0,0,
S-K,S5,50:50:00,8/18,1530,67,8/26,1330,8,192,62,0,0,0,0,0,0,0,0,0,
S-K,S6,HERRING,8/18,1530,67,8/26,1330,8,192,62,4,2,1,0,1,1,1,0,0,
N-B,N0,HERRING,8/18,1530,67,8/26,1330,8,192,62,7,3,3,1,0,3,3,0,0,
N-B,N1,50:50:00,8/18,1530,67,8/26,1330,8,192,62,3,2,1,0,0,0,0,0,50,
N-C,N2,HERRING,8/18,1530,67,8/26,1330,8,192,62,4,3,1,0,0,1,1,0,0,
N-C,N8,50:50:00,8/18,1530,67,8/26,1330,8,192,62,0,0,0,0,0,1,1,0,25,1 CUNNER
N-D,N6,50:50:00,8/18,1530,67,8/26,1330,8,192,62,5,3,1,0,1,0,0,0,5,
N-D,N7,HERRING,8/18,1530,67,8/26,1330,8,192,62,5,3,2,0,0,1,1,0,1,
S-B,S17,100T,8/26,1330,62,9/1,1500,6,144,67,3,2,1,0,0,1,1,0,50,
S-B,S18,HERRING,8/26,1330,62,9/1,1500,6,144,67,5,5,0,0,0,8,8,0,25,
S-C,S11,HERRING,8/26,1330,62,9/1,1500,6,144,67,12,9,2,1,0,2,2,0,1,
S-C,S12,50:50:00,8/26,1330,62,9/1,1500,6,144,67,7,5,1,0,1,0,0,0,50,
S-D,S13,50:50:00,8/26,1330,62,9/1,1500,6,144,67,3,3,0,0,0,8,8,0,50,
S-D,S14,HERRING,8/26,1330,62,9/1,1500,6,144,67,7,7,0,0,0,8,8,0,10,
S-E,S7,HERRING,8/26,1330,62,9/1,1500,6,144,67,2,2,0,0,0,10,10,0,1,
S-E,S8,50:50:00,8/26,1330,62,9/1,1500,6,144,67,4,4,0,0,0,6,6,0,25,
S-F,S9,HERRING,8/18,1530,67,9/1,1500,14,336,67,2,1,1,0,0,0,0,0,0,
S-F,S10,50:50:00,8/18,1530,67,9/1,1500,14,336,67,5,1,4,0,0,4,4,0,10,
S-G,S3,100T,8/26,1330,62,9/1,1500,6,144,67,1,1,0,0,0,2,2,0,5,1 CUNNER
S-G,S4,HERRING,8/26,1330,62,9/1,1500,6,144,67,2,1,0,0,1,0,0,0,0,
S-H,S19,50:50:00,8/26,1330,62,9/1,1500,6,144,67,3,3,0,0,0,9,9,0,50,
S-H,S20,HERRING,8/26,1330,62,9/1,1500,6,144,67,5,3,2,0,0,2,2,0,5,
N-A,N9,HERRING,8/26,1330,62,9/1,1500,6,144,67,2,0,1,1,0,16,16,0,5,
N-A,N5,100T,8/26,1330,62,9/1,1500,6,144,67,2,1,0,0,1,12,12,0,25,
S-I,S22,STUCK,8/26,1330,62,9/1,1500,6,144,67,1,1,0,0,0,0,0,0,0,
S-I,S21,50:50:00,8/26,1330,62,9/1,1500,6,144,67,2,0,0,0,2,0,0,0,0,
S-J,S1,HERRING,8/26,1330,62,9/1,1500,6,144,67,3,0,1,0,2,0,0,0,0,
S-J,S2,50:50:00,8/26,1330,62,9/1,1500,6,144,67,3,2,0,0,1,0,0,0,0,
S-K,S5,50:50:00,8/26,1330,62,9/1,1500,6,144,67,,,,,,,,,,STUCK
S-K,S6,HERRING,8/26,1330,62,9/1,1500,6,144,67,4,0,3,0,1,0,0,0,0,
N-B,N0,50:50:00,8/26,1330,62,9/1,1500,6,144,67,1,0,1,0,0,0,0,0,0,1 SKATE
N-B,N1,HERRING,8/26,1330,62,9/1,1500,6,144,67,6,2,3,1,0,4,4,0,0,MARKED 1 JUMBO AS A V-NOTCH IN THE TALLIES
N-C,N2,50:50:00,8/26,1330,62,9/1,1500,6,144,67,0,0,0,0,0,0,0,0,0,1 CUNNER
N-C,N8,HERRING,8/26,1330,62,9/1,1500,6,144,67,7,4,3,0,0,0,0,0,25,
N-D,N6,HERRING,8/26,1330,62,9/1,1500,6,144,67,4,1,3,0,0,4,4,0,0,1 FLOUNDER
N-D,N7,50:50:00,8/26,1330,62,9/1,1500,6,144,67,1,1,0,0,0,3,3,0,0,1 CUNNER
S-B,S17,HERRING,9/1,1500,67,9/9,900,8,192,69,6,5,1,0,0,6,6,0,10,
S-B,S18,50:50:00,9/1,1500,67,9/9,900,8,192,69,5,5,0,0,0,4,4,0,50,
S-C,S11,50:50:00,9/1,1500,67,9/9,900,8,192,69,7,7,0,0,0,0,0,0,50,
S-C,S12,HERRING,9/1,1500,67,9/9,900,8,192,69,5,5,0,0,0,0,0,0,0,
S-D,S13,HERRING,9/1,1500,67,9/9,900,8,192,69,6,5,1,0,0,0,0,0,5,
S-D,S14,50:50:00,9/1,1500,67,9/9,900,8,192,69,5,4,0,0,1,2,2,0,90,1 BSB
S-E,S7,50:50:00,9/1,1500,67,9/9,900,8,192,69,,,,,,,,,,
S-E,S8,HERRING,9/1,1500,67,9/9,900,8,192,69,,,,,,,,,,
S-F,S9,50:50:00,9/1,1500,67,9/9,900,8,192,69,5,1,1,0,3,4,4,0,0,
S-F,S10,HERRING,9/1,1500,67,9/9,900,8,192,69,4,0,2,1,1,0,0,0,0,
S-G,S3,HERRING,9/1,1500,67,9/9,900,8,192,69,1,0,1,0,0,0,0,0,0,
S-G,S4,50:50:00,9/1,1500,67,9/9,900,8,192,69,3,2,1,0,0,0,0,0,0,
S-H,S19,HERRING,9/1,1500,67,9/9,900,8,192,69,6,2,2,0,2,3,1,2,10,
S-H,S20,50:50:00,9/1,1500,67,9/9,900,8,192,69,4,3,1,0,0,1,1,0,25,
N-A,N9,50:50:00,9/1,1500,67,9/9,900,8,192,69,1,1,0,0,0,1,1,0,25,
N-A,N5,HERRING,9/1,1500,67,9/9,900,8,192,69,7,1,6,0,0,1,1,0,1,
S-I,S22,HERRING,9/1,1500,67,9/9,900,8,192,69,3,1,2,0,0,0,0,0,0,3 STARS
S-I,S21,50:50:00,9/1,1500,67,9/9,900,8,192,69,7,4,2,0,1,2,2,0,0,
S-J,S1,50:50:00,9/1,1500,67,9/9,900,8,192,69,1,1,0,0,0,0,0,0,0,1 CUNNER
S-J,S2,HERRING,9/1,1500,67,9/9,900,8,192,69,3,1,1,0,1,0,0,0,0,1 STAR
S-K,S5,STUCK,9/1,1500,67,9/9,900,8,192,69,2,1,1,0,0,0,0,0,25,
S-K,S6,50:50:00,9/1,1500,67,9/9,900,8,192,69,3,0,3,0,0,2,2,0,10,
N-B,N0,50:50:00,9/1,1500,67,9/9,900,8,192,69,,,,,,,,,,STUCK
N-B,N1,HERRING,9/1,1500,67,9/9,900,8,192,69,6,1,4,1,0,3,3,0,0,
N-C,N2,HERRING,9/1,1500,67,9/9,900,8,192,69,1,0,1,0,0,0,0,0,0,
N-C,N8,50:50:00,9/1,1500,67,9/9,900,8,192,69,1,1,0,0,0,0,0,0,90,
N-D,N6,50:50:00,9/1,1500,67,9/9,900,8,192,69,1,1,0,0,0,2,2,0,NA,BAIT BAG MISSING
N-D,N7,HERRING,9/1,1500,67,9/9,900,8,192,69,1,1,0,0,0,3,3,0,0,
S-B,S17,50:50:00,9/9,900,69,9/13,1200,4,96,71,3,3,0,0,0,1,1,0,75,
S-B,S18,HERRING,9/9,900,69,9/13,1200,4,96,71,8,7,0,0,1,1,1,0,10,
S-C,S11,HERRING,9/9,900,69,9/13,1200,4,96,71,9,8,1,0,0,2,2,0,5,
S-C,S12,50:50:00,9/9,900,69,9/13,1200,4,96,71,5,3,1,1,0,0,0,0,90,
S-D,S13,50:50:00,9/9,900,69,9/13,1200,4,96,71,1,1,0,0,0,5,5,0,75,
S-D,S14,HERRING,9/9,900,69,9/13,1200,4,96,71,8,7,1,0,0,2,2,0,10,
S-E,S7,50:50:00,9/1,1500,67,9/13,1200,12,288,71,1,0,1,0,0,1,1,0,90,
S-E,S8,HERRING,9/1,1500,67,9/13,1200,12,288,71,5,1,3,1,0,5,5,0,0,
S-F,S9,HERRING,9/9,900,69,9/13,1200,4,96,71,6,3,2,1,0,2,2,0,0,
S-F,S10,50:50:00,9/9,900,69,9/13,1200,4,96,71,3,0,3,0,0,2,2,0,0,
S-G,S3,HERRING,9/9,900,69,9/13,1200,4,96,71,4,1,3,0,0,0,0,0,0,
S-G,S4,50:50:00,9/9,900,69,9/13,1200,4,96,71,1,1,0,0,0,0,0,0,0,
S-H,S19,50:50:00,9/9,900,69,9/13,1200,4,96,71,9,9,0,0,0,0,0,0,75,
S-H,S20,HERRING,9/9,900,69,9/13,1200,4,96,71,8,4,4,0,0,1,1,0,25,
N-A,N9,HERRING,9/9,900,69,9/13,1200,4,96,71,6,2,2,0,1,3,3,0,25,
N-A,N5,50:50:00,9/9,900,69,9/13,1200,4,96,71,6,5,0,1,0,0,0,0,75,
S-I,S22,50:50:00,9/9,900,69,9/13,1200,4,96,71,3,3,0,0,0,0,0,0,10,
S-I,S21,HERRING,9/9,900,69,9/13,1200,4,96,71,6,2,4,0,0,0,0,0,0,
S-J,S1,50:50:00,9/9,900,69,9/13,1200,4,96,71,0,0,0,0,0,0,0,0,0,
S-J,S2,HERRING,9/9,900,69,9/13,1200,4,96,71,2,0,1,0,1,0,0,0,5,
S-K,S5,HERRING,9/9,900,69,9/13,1200,4,96,71,4,1,2,0,1,0,0,0,5,
S-K,S6,HERRING,9/9,900,69,9/13,1200,4,96,71,1,0,1,0,0,0,0,0,5,
N-B,N0,NA,9/9,900,69,9/13,1200,4,96,71,,,,,,,,,,STUCK
N-B,N1,50:50:00,9/9,900,69,9/13,1200,4,96,71,7,3,2,1,1,2,2,0,10,
N-C,N2,50:50:00,9/9,900,69,9/13,1200,4,96,71,2,2,0,0,0,0,0,0,0,
N-C,N8,HERRING,9/9,900,69,9/13,1200,4,96,71,8,5,3,0,0,0,0,0,5,
N-D,N6,50:50:00,9/9,900,69,9/13,1200,4,96,71,10,7,1,1,1,1,1,0,50,
N-D,N7,HERRING,9/9,900,69,9/13,1200,4,96,71,4,3,0,0,1,0,0,0,5,